errors_7d,sessions_7d,failure_rate_7d,error_OtherError,supplier_A789408E,error_InternalError,error_ReaderFailure,supplier_F51175CB,supplier_03C1B10B,supplier_32EE10C9
10.0,26.0,0.5714285714285714,0.0,False,510.0,0.0,False,False,False
7.0,12.0,0.1428571428571428,0.0,False,0.0,0.0,False,False,False
0.0,1.0,0.0,0.0,False,1172.0,0.0,False,False,False
0.0,8.0,0.0,879.0,False,0.0,0.0,False,False,False
7.0,9.0,0.0,0.0,False,0.0,0.0,False,False,False
8.0,27.0,1.8571428571428568,0.0,False,0.0,0.0,False,False,False
3.0,26.0,1.5714285714285714,0.0,False,0.0,0.0,False,False,False
3.0,10.0,0.0,0.0,False,0.0,0.0,False,False,False
5.0,23.0,1.4285714285714286,642.0,False,0.0,0.0,False,False,False
0.0,4.0,0.0,0.0,False,2344.0,0.0,False,False,False
9.0,17.0,1.4285714285714286,0.0,False,0.0,0.0,False,False,False
6.0,18.0,0.4285714285714285,392.0,True,0.0,0.0,False,False,False
0.0,7.0,0.0,293.0,False,0.0,0.0,False,False,False
6.0,17.0,0.4285714285714285,0.0,False,176.0,0.0,False,False,False
7.0,15.0,0.2857142857142857,0.0,False,166.0,0.0,False,False,False
0.0,17.0,1.2,818.0,False,0.0,0.0,False,False,False
8.0,16.0,0.0,234.0,False,0.0,0.0,False,False,False
0.0,0.0,0.0,0.0,False,25656.0,0.0,False,False,False
0.0,0.0,0.0,2090.0,False,0.0,0.0,False,False,False
9.0,17.0,0.0,0.0,False,259.0,0.0,False,False,False
0.0,2.0,0.0,641.0,False,0.0,0.0,False,False,False
0.0,2.0,0.0,0.0,False,1419.0,0.0,False,False,False
2.0,14.0,0.1428571428571428,0.0,False,2930.0,0.0,False,False,False
2.0,14.0,0.1428571428571428,1371.0,False,0.0,0.0,False,False,False
5.0,15.0,0.0,0.0,False,0.0,0.0,False,False,False
0.0,0.0,0.0,0.0,False,1758.0,0.0,False,False,False
0.0,0.0,0.0,962.0,False,0.0,0.0,False,False,False
3.0,12.0,0.5714285714285714,293.0,False,0.0,0.0,False,False,False
10.0,15.0,0.0,0.0,False,0.0,0.0,False,False,False
8.0,35.0,0.4285714285714285,0.0,False,217.0,0.0,False,False,False
0.0,0.0,0.0,0.0,False,0.0,0.0,False,False,False
0.0,0.0,0.0,75.0,False,0.0,0.0,False,False,False
10.0,10.0,0.0,0.0,False,0.0,0.0,False,False,False
8.0,35.0,3.142857142857143,404.0,False,0.0,0.0,False,False,False
8.0,11.0,0.0,231.0,False,0.0,0.0,False,False,False
0.0,3.0,0.0,0.0,False,1758.0,0.0,False,False,False
0.0,3.0,0.0,962.0,False,0.0,0.0,False,False,False
11.0,9.0,0.0,0.0,False,0.0,0.0,False,False,False
8.0,10.0,0.0,205.0,False,0.0,0.0,False,False,False
5.0,7.0,0.0,201.0,False,0.0,0.0,False,False,False
6.0,19.0,0.2857142857142857,0.0,False,0.0,0.0,False,False,False
4.0,10.0,0.1428571428571428,170.0,True,0.0,0.0,False,False,False
7.0,31.0,2.0,0.0,False,0.0,0.0,False,False,False
5.0,13.0,1.0,0.0,False,1758.0,0.0,False,False,False
7.0,12.0,0.5714285714285714,246.0,False,0.0,0.0,False,False,False
9.0,18.0,0.4285714285714285,0.0,False,259.0,0.0,False,False,False
6.0,16.0,0.0,0.0,False,0.0,0.0,False,False,False
8.0,15.0,0.2857142857142857,247.0,False,0.0,0.0,False,False,False
4.0,15.0,0.1428571428571428,293.0,False,0.0,0.0,False,False,False
9.0,15.0,0.8571428571428571,0.0,False,0.0,0.0,False,False,False
8.0,9.0,0.0,0.0,False,0.0,0.0,False,False,False
3.0,11.0,0.2857142857142857,0.0,True,0.0,0.0,False,False,False
0.0,4.0,1.0,0.0,False,3809.0,0.0,False,False,False
0.0,4.0,1.0,2193.0,False,0.0,0.0,False,False,False
6.0,12.0,0.2857142857142857,279.0,False,0.0,0.0,False,False,False
6.0,13.0,0.7142857142857143,0.0,False,165.0,0.0,False,False,False
0.0,33.0,0.3333333333333333,586.0,False,0.0,0.0,False,False,False
7.0,10.0,0.1428571428571428,0.0,False,0.0,0.0,False,False,False
8.0,19.0,0.2857142857142857,0.0,False,233.0,0.0,False,False,False
9.0,10.0,0.0,0.0,False,138.0,0.0,False,False,False
0.0,11.0,0.0,0.0,False,0.0,0.0,False,True,False
8.0,14.0,0.5714285714285714,0.0,False,783.0,0.0,False,False,False
0.0,9.0,0.2857142857142857,1172.0,False,0.0,0.0,False,False,True
0.0,0.0,0.0,0.0,False,789.0,0.0,False,False,False
4.0,9.0,0.0,0.0,False,0.0,0.0,False,False,False
0.0,0.0,0.0,2344.0,False,0.0,0.0,False,False,False
10.0,25.0,0.0,0.0,False,0.0,0.0,False,False,False
1.0,21.0,0.2857142857142857,293.0,True,0.0,0.0,False,False,False
2.0,17.0,0.5714285714285714,268.0,True,0.0,0.0,False,False,False
3.0,2.0,0.0,1268.0,False,0.0,0.0,False,False,False
4.0,8.0,0.1428571428571428,0.0,False,0.0,0.0,False,False,False
4.0,14.0,1.4,0.0,False,833.0,0.0,False,False,False
8.0,8.0,0.1428571428571428,262.0,False,0.0,0.0,False,False,True
5.0,11.0,0.1428571428571428,266.0,False,0.0,0.0,False,False,False
0.0,8.0,0.1428571428571428,0.0,False,0.0,0.0,False,False,False
0.0,2.0,1.0,0.0,False,454.0,0.0,False,False,False
9.0,12.0,0.0,440.0,False,0.0,0.0,False,False,False
9.0,12.0,0.0,0.0,False,0.0,0.0,False,False,False
7.0,16.0,0.2857142857142857,0.0,False,260.0,0.0,False,False,False
7.0,16.0,0.2857142857142857,0.0,False,0.0,0.0,False,False,False
7.0,12.0,0.1428571428571428,85.0,False,0.0,0.0,False,False,False
7.0,12.0,0.1428571428571428,0.0,False,0.0,0.0,False,False,False
7.0,10.0,0.1428571428571428,488.0,False,0.0,0.0,True,False,False
0.0,13.0,0.8571428571428571,0.0,False,0.0,0.0,False,False,False
7.0,7.0,0.0,0.0,False,0.0,0.0,False,False,False
7.0,7.0,0.0,293.0,False,0.0,0.0,False,False,False
8.0,8.0,0.0,0.0,False,0.0,0.0,False,False,False
9.0,23.0,0.1428571428571428,0.0,False,179.0,0.0,False,False,False
0.0,2.0,2.0,4473.0,False,0.0,0.0,False,False,False
0.0,2.0,2.0,0.0,False,3912.0,0.0,False,False,False
0.0,2.0,2.0,0.0,False,0.0,0.0,False,False,False
3.0,17.0,0.0,282.0,False,0.0,0.0,False,False,False
4.0,17.0,1.2857142857142858,282.0,False,0.0,0.0,False,False,False
3.0,29.0,0.1428571428571428,0.0,False,3034.0,0.0,False,False,False
0.0,11.0,0.4285714285714285,0.0,False,0.0,0.0,False,False,False
8.0,13.0,0.0,293.0,False,0.0,0.0,False,False,False
7.0,15.0,0.4285714285714285,0.0,False,256.0,0.0,False,False,False
0.0,10.0,0.0,0.0,False,293.0,0.0,False,False,False
0.0,16.0,0.0,0.0,False,0.0,0.0,False,False,False
2.0,9.0,0.0,0.0,False,0.0,0.0,False,False,False
0.0,4.0,0.0,0.0,False,2420.0,0.0,False,False,False
0.0,4.0,0.0,76.0,False,0.0,0.0,False,False,False
0.0,6.0,0.0,0.0,False,4112.0,0.0,False,False,False
0.0,6.0,0.0,1440.0,False,0.0,0.0,False,False,False
3.0,7.0,2.333333333333333,514.0,False,0.0,0.0,False,False,False
3.0,8.0,0.0,0.0,False,0.0,0.0,False,False,False
8.0,8.0,0.0,63.0,False,0.0,0.0,False,False,False
4.0,15.0,0.0,0.0,False,0.0,0.0,False,False,False
2.0,8.0,0.0,0.0,False,0.0,0.0,False,False,False
7.0,11.0,0.0,115.0,False,0.0,0.0,False,False,False
5.0,14.0,1.8333333333333333,371.0,False,0.0,0.0,False,False,True
0.0,7.0,0.5,887.0,False,0.0,0.0,False,False,False
6.0,11.0,0.0,0.0,False,0.0,0.0,False,False,False
8.0,10.0,0.2857142857142857,0.0,False,1476.0,0.0,False,False,False
8.0,10.0,0.2857142857142857,681.0,False,0.0,0.0,False,False,False
0.0,9.0,0.1428571428571428,293.0,False,0.0,0.0,False,False,False
1.0,13.0,0.0,0.0,False,0.0,0.0,False,False,False
9.0,9.0,0.0,0.0,False,231.0,0.0,False,False,False
6.0,10.0,0.0,0.0,False,269.0,0.0,False,False,False
0.0,2.0,0.0,0.0,False,648.0,0.0,False,False,False
10.0,15.0,0.0,0.0,False,0.0,0.0,False,False,False
7.0,11.0,0.0,0.0,False,0.0,0.0,False,False,False
8.0,9.0,0.0,0.0,False,0.0,0.0,False,False,False
6.0,42.0,0.7142857142857143,0.0,False,231.0,0.0,False,False,False
6.0,11.0,0.0,0.0,False,0.0,0.0,False,False,False
0.0,6.0,4.0,0.0,False,0.0,0.0,False,False,False
0.0,6.0,4.0,8057.0,False,0.0,0.0,False,False,False
0.0,6.0,4.0,0.0,False,2736.0,0.0,False,False,False
8.0,9.0,0.1428571428571428,232.0,False,0.0,0.0,False,False,False
7.0,12.0,0.0,459.0,False,0.0,0.0,False,False,False
9.0,10.0,0.1428571428571428,136.0,False,0.0,0.0,False,False,False
2.0,11.0,0.5714285714285714,0.0,False,879.0,0.0,False,False,False
2.0,11.0,0.5714285714285714,190.0,False,0.0,0.0,False,False,False
4.0,18.0,1.5714285714285714,210.0,False,0.0,0.0,False,False,True
0.0,2.0,0.0,0.0,False,192097.0,0.0,False,False,False
0.0,2.0,0.0,687.0,False,0.0,0.0,False,False,False
7.0,31.0,0.2857142857142857,190.0,False,0.0,0.0,False,False,False
6.0,8.0,0.0,0.0,False,0.0,0.0,False,False,False
8.0,10.0,0.1428571428571428,170.0,False,0.0,0.0,False,False,False
8.0,32.0,0.7142857142857143,0.0,False,430.0,0.0,False,False,False
6.0,7.0,0.0,0.0,False,173.0,0.0,False,False,False
0.0,0.0,0.0,0.0,False,0.0,0.0,False,False,False
0.0,0.0,0.0,751.0,False,0.0,0.0,False,False,False
0.0,0.0,0.0,0.0,False,650.0,0.0,False,False,False
0.0,0.0,0.0,0.0,False,1818.0,0.0,False,False,False
0.0,0.0,0.0,90.0,False,0.0,0.0,False,False,False
7.0,11.0,0.0,293.0,False,0.0,0.0,False,False,False
7.0,15.0,0.0,0.0,False,0.0,0.0,False,False,False
0.0,16.0,0.4285714285714285,195.0,False,0.0,0.0,False,False,False
0.0,7.0,0.0,0.0,False,3983.0,0.0,False,False,False
0.0,7.0,0.0,145.0,False,0.0,0.0,False,False,False
0.0,0.0,0.0,0.0,False,7784.0,0.0,False,False,False
0.0,0.0,0.0,4560.0,False,0.0,0.0,False,False,False
0.0,19.0,3.333333333333333,0.0,False,7419.0,0.0,False,False,False
0.0,19.0,3.333333333333333,1737.0,False,0.0,0.0,False,False,False
10.0,25.0,0.4285714285714285,0.0,False,0.0,0.0,False,False,False
4.0,11.0,0.0,0.0,False,0.0,0.0,False,False,False
0.0,10.0,0.0,586.0,False,0.0,0.0,False,False,False
7.0,12.0,0.1428571428571428,1172.0,False,0.0,0.0,False,False,False
2.0,10.0,0.4285714285714285,0.0,False,586.0,0.0,False,False,False
2.0,10.0,0.4285714285714285,408.0,False,0.0,0.0,False,False,False
6.0,3.0,1.0,0.0,False,63.0,0.0,False,False,False
1.0,13.0,0.0,0.0,False,0.0,0.0,False,False,False
7.0,18.0,0.0,0.0,False,0.0,0.0,False,False,False
7.0,18.0,0.0,0.0,False,0.0,0.0,False,False,False
9.0,12.0,0.0,0.0,False,0.0,0.0,False,False,False
1.0,5.0,0.3333333333333333,1004.0,False,0.0,0.0,False,False,False
1.0,5.0,0.3333333333333333,0.0,False,378.0,0.0,False,False,False
7.0,9.0,0.1428571428571428,123.0,False,0.0,0.0,False,False,False
0.0,8.0,0.0,293.0,False,0.0,0.0,False,False,False
7.0,15.0,0.0,0.0,False,920.0,0.0,False,False,False
0.0,4.0,3.0,0.0,False,2734.0,0.0,False,False,False
0.0,4.0,3.0,667.0,False,0.0,0.0,False,False,False
6.0,20.0,0.1428571428571428,1155.0,False,0.0,0.0,False,False,False
5.0,18.0,0.5714285714285714,172.0,False,0.0,0.0,False,False,True
8.0,49.0,0.5714285714285714,0.0,False,215.0,0.0,False,False,False
9.0,29.0,0.0,0.0,False,0.0,230.0,False,False,False
9.0,29.0,0.0,0.0,False,690.0,0.0,False,False,False
9.0,12.0,0.7142857142857143,0.0,False,0.0,0.0,False,False,False
7.0,33.0,1.0,0.0,False,0.0,0.0,False,False,False
7.0,33.0,1.0,442.0,False,0.0,0.0,False,False,False
8.0,17.0,0.0,0.0,False,0.0,0.0,False,False,False
8.0,9.0,0.0,0.0,False,0.0,0.0,False,False,False
7.0,11.0,0.0,678.0,False,0.0,0.0,False,False,False
7.0,11.0,0.0,0.0,False,0.0,0.0,False,False,False
9.0,7.0,0.0,0.0,False,0.0,0.0,False,False,False
7.0,12.0,0.2857142857142857,163.0,False,0.0,0.0,False,False,True
0.0,20.0,2.5,0.0,False,7303.0,0.0,False,False,False
0.0,20.0,2.5,1641.0,False,0.0,0.0,False,False,False
7.0,14.0,0.1428571428571428,0.0,False,138.0,0.0,False,False,False
3.0,9.0,0.0,293.0,False,0.0,0.0,False,False,False
3.0,2.0,1.0,0.0,False,937.0,0.0,False,False,False
3.0,2.0,1.0,911.0,False,0.0,0.0,False,False,False
7.0,17.0,0.1428571428571428,234.0,False,0.0,0.0,False,False,True
4.0,14.0,0.1428571428571428,0.0,False,0.0,0.0,False,False,False
7.0,8.0,1.1428571428571428,3809.0,False,0.0,0.0,False,False,True
7.0,18.0,0.2857142857142857,932.0,False,0.0,0.0,False,False,False
7.0,33.0,0.2857142857142857,217.0,False,0.0,0.0,False,False,False
0.0,0.0,0.0,0.0,False,5855.0,0.0,False,False,False
8.0,39.0,0.2857142857142857,0.0,False,130.0,0.0,False,False,False
10.0,21.0,0.0,0.0,False,264.0,0.0,False,False,False
7.0,8.0,1.1428571428571428,132.0,False,0.0,0.0,False,False,False
9.0,27.0,0.1428571428571428,431.0,False,0.0,0.0,False,False,False
7.0,20.0,0.5714285714285714,231.0,False,0.0,0.0,False,False,False
7.0,37.0,0.0,0.0,False,0.0,0.0,False,False,False
3.0,37.0,4.428571428571429,879.0,False,0.0,0.0,False,False,False
0.0,10.0,0.0,0.0,True,0.0,0.0,False,False,False
7.0,19.0,1.2857142857142858,0.0,False,140.0,0.0,False,False,False
7.0,7.0,0.0,268.0,False,0.0,0.0,False,False,False
2.0,10.0,0.5714285714285714,0.0,False,293.0,0.0,False,False,False
6.0,13.0,0.1428571428571428,199.0,False,0.0,0.0,False,False,True
3.0,7.0,0.0,0.0,False,586.0,0.0,False,False,False
9.0,55.0,3.142857142857143,0.0,False,202.0,0.0,False,False,False
0.0,1.0,0.0,0.0,False,3983.0,0.0,False,False,False
0.0,1.0,0.0,174.0,False,0.0,0.0,False,False,False
0.0,0.0,0.0,673.0,False,0.0,0.0,False,False,False
1.0,13.0,0.4285714285714285,0.0,False,1172.0,0.0,False,False,False
0.0,0.0,0.0,832.0,False,0.0,0.0,False,False,False
0.0,1.0,0.0,188.0,False,0.0,0.0,False,False,False
0.0,1.0,0.0,0.0,False,120.0,0.0,False,False,False
0.0,8.0,0.0,0.0,False,0.0,0.0,False,False,False
0.0,11.0,0.0,9.0,False,0.0,0.0,False,False,False
2.0,11.0,0.0,26.0,False,0.0,0.0,False,False,False
0.0,0.0,0.0,426.0,False,0.0,0.0,False,False,False
0.0,0.0,0.0,0.0,False,1443.0,0.0,False,False,False
7.0,9.0,0.0,0.0,False,0.0,0.0,False,False,False
8.0,10.0,0.0,57.0,False,0.0,0.0,True,False,False
0.0,9.0,3.5,0.0,False,5703.0,0.0,False,False,False
0.0,9.0,3.5,5385.0,False,0.0,0.0,False,False,False
8.0,10.0,0.0,0.0,False,0.0,0.0,False,False,False
8.0,10.0,0.0,150.0,False,0.0,0.0,False,False,False
0.0,0.0,0.0,0.0,False,360.0,0.0,False,False,False
7.0,16.0,0.5714285714285714,0.0,False,0.0,0.0,False,False,False
0.0,10.0,0.0,0.0,False,0.0,211.0,False,False,False
7.0,9.0,0.0,0.0,False,135.0,0.0,False,False,False
4.0,9.0,0.4285714285714285,282.0,False,0.0,0.0,False,False,False
9.0,13.0,0.0,0.0,False,0.0,0.0,False,False,False
7.0,8.0,0.1428571428571428,869.0,False,0.0,0.0,False,False,True
1.0,4.0,2.0,2385.0,False,0.0,0.0,False,False,False
1.0,4.0,2.0,0.0,False,0.0,4.0,False,False,False
1.0,9.0,0.0,0.0,False,0.0,0.0,False,False,False
4.0,17.0,0.1428571428571428,0.0,False,0.0,0.0,False,False,False
4.0,17.0,0.1428571428571428,0.0,False,293.0,0.0,False,False,False
4.0,17.0,0.1428571428571428,0.0,False,0.0,0.0,False,False,False
0.0,11.0,0.2857142857142857,0.0,False,293.0,0.0,False,False,False
0.0,9.0,0.1428571428571428,0.0,False,0.0,0.0,False,False,False
3.0,14.0,0.0,0.0,False,0.0,0.0,False,False,False
7.0,7.0,0.4285714285714285,0.0,False,0.0,0.0,False,False,False
8.0,25.0,2.0,0.0,False,0.0,0.0,False,False,False
8.0,25.0,2.0,0.0,False,221.0,0.0,False,False,False
9.0,10.0,0.0,314.0,False,0.0,0.0,False,False,False
4.0,13.0,0.2857142857142857,0.0,False,262.0,0.0,False,False,False
4.0,7.0,0.0,1758.0,False,0.0,0.0,False,False,False
0.0,9.0,0.1428571428571428,293.0,False,0.0,0.0,False,False,False
0.0,2.0,0.0,0.0,False,2420.0,0.0,False,False,False
0.0,2.0,0.0,76.0,False,0.0,0.0,False,False,False
7.0,11.0,0.5714285714285714,0.0,False,77.0,0.0,False,False,False
5.0,17.0,0.2857142857142857,586.0,True,0.0,0.0,False,False,False
7.0,7.0,0.0,0.0,False,0.0,0.0,True,False,False
7.0,7.0,0.0,0.0,False,0.0,0.0,True,False,False
4.0,18.0,1.7142857142857142,614.0,False,0.0,0.0,False,False,True
0.0,4.0,0.0,0.0,False,700.0,0.0,False,False,False
0.0,4.0,0.0,1707.0,False,0.0,0.0,False,False,False
4.0,11.0,0.7142857142857143,0.0,False,242.0,0.0,False,False,False
0.0,5.0,0.0,202.0,False,0.0,0.0,False,False,False
0.0,5.0,0.0,0.0,False,304.0,0.0,False,False,False
6.0,13.0,0.1428571428571428,293.0,False,0.0,0.0,False,False,False
9.0,10.0,0.0,141.0,False,0.0,0.0,False,False,False
1.0,9.0,0.0,0.0,False,0.0,0.0,False,False,False
0.0,2.0,1.0,0.0,False,490.0,0.0,False,False,False
0.0,0.0,0.0,1136.0,False,0.0,0.0,False,False,False
7.0,29.0,1.8571428571428568,47.0,True,0.0,0.0,False,False,False
7.0,8.0,0.1428571428571428,165.0,False,0.0,0.0,False,False,True
7.0,25.0,0.0,0.0,False,98.0,0.0,False,False,False
7.0,14.0,0.0,98.0,False,0.0,0.0,False,False,False
2.0,2.0,0.0,0.0,False,14226.0,0.0,False,False,False
2.0,6.0,0.2,0.0,False,14234.0,0.0,False,False,False
0.0,21.0,1.5,680.0,False,0.0,0.0,False,False,False
0.0,21.0,1.5,0.0,False,114.0,0.0,False,False,False
9.0,10.0,0.0,293.0,False,0.0,0.0,False,False,False
2.0,9.0,0.2857142857142857,0.0,False,293.0,0.0,False,False,False
0.0,2.0,0.0,928.0,False,0.0,0.0,False,False,False
6.0,8.0,1.1428571428571428,98.0,False,0.0,0.0,False,False,False
7.0,11.0,1.5714285714285714,41.0,False,0.0,0.0,False,False,False
5.0,11.0,1.5714285714285714,9.0,False,0.0,0.0,False,False,False
0.0,0.0,0.0,90.0,False,0.0,0.0,False,False,False
0.0,8.0,1.5,0.0,False,7882.0,0.0,False,False,False
0.0,8.0,1.5,0.0,False,0.0,0.0,False,False,False
0.0,8.0,1.5,2161.0,False,0.0,0.0,False,False,False
2.0,18.0,0.8571428571428571,0.0,True,0.0,0.0,False,False,False
0.0,5.0,0.0,0.0,False,2344.0,0.0,False,False,False
0.0,13.0,1.3333333333333333,1046.0,False,0.0,0.0,False,False,False
1.0,13.0,1.8571428571428568,0.0,False,0.0,0.0,False,False,False
1.0,13.0,1.8571428571428568,0.0,False,1172.0,0.0,False,False,False
1.0,13.0,1.8571428571428568,693.0,False,0.0,0.0,False,False,False
7.0,20.0,0.4285714285714285,395.0,False,0.0,0.0,False,False,True
6.0,7.0,0.0,0.0,False,2418.0,0.0,False,False,False
0.0,0.0,0.0,0.0,False,9842.0,0.0,False,False,False
0.0,0.0,0.0,381.0,False,0.0,0.0,False,False,False
2.0,10.0,0.0,0.0,False,0.0,0.0,False,False,False
0.0,0.0,0.0,1465.0,False,0.0,0.0,False,True,False
0.0,0.0,0.0,0.0,False,0.0,0.0,False,True,False
6.0,9.0,0.0,0.0,False,154.0,0.0,False,False,False
0.0,10.0,0.0,0.0,True,0.0,0.0,False,False,False
0.0,10.0,0.1428571428571428,0.0,False,0.0,0.0,False,False,False
1.0,13.0,0.7142857142857143,0.0,True,0.0,0.0,False,False,False
4.0,14.0,0.1428571428571428,0.0,False,0.0,0.0,False,False,False
2.0,3.0,0.3333333333333333,158.0,False,0.0,0.0,False,False,False
7.0,10.0,0.1428571428571428,200.0,False,0.0,0.0,True,False,False
0.0,1.0,0.0,67.0,False,0.0,0.0,True,False,False
5.0,19.0,0.0,0.0,False,0.0,0.0,False,False,False
9.0,14.0,0.1428571428571428,0.0,False,0.0,0.0,False,False,False
9.0,13.0,0.0,398.0,False,0.0,0.0,False,False,False
8.0,12.0,0.4285714285714285,0.0,False,0.0,0.0,False,False,False
8.0,9.0,0.1428571428571428,0.0,False,0.0,0.0,False,False,False
7.0,25.0,0.1428571428571428,0.0,False,0.0,0.0,False,False,False
7.0,7.0,0.0,0.0,False,0.0,0.0,False,False,False
8.0,8.0,0.0,0.0,False,0.0,0.0,False,False,False
0.0,0.0,0.0,475.0,False,0.0,0.0,False,False,True
7.0,19.0,1.7142857142857142,226.0,False,0.0,0.0,False,False,False
7.0,18.0,0.0,1151.0,False,0.0,0.0,False,False,True
8.0,7.0,0.0,0.0,False,0.0,0.0,False,False,False
5.0,8.0,0.2857142857142857,0.0,False,524.0,0.0,False,False,False
9.0,12.0,0.0,0.0,False,0.0,0.0,False,False,False
9.0,54.0,2.857142857142857,0.0,False,82.0,0.0,False,False,False
9.0,54.0,2.857142857142857,0.0,False,0.0,0.0,False,False,False
0.0,6.0,0.3333333333333333,402.0,False,0.0,0.0,False,False,False
8.0,12.0,0.0,456.0,False,0.0,0.0,False,False,False
4.0,8.0,0.0,0.0,False,0.0,0.0,False,False,False
0.0,2.0,0.0,0.0,False,2344.0,0.0,False,False,False
7.0,11.0,0.1428571428571428,207.0,False,0.0,0.0,False,False,False
8.0,19.0,0.0,0.0,False,149.0,0.0,False,False,False
0.0,7.0,0.0,293.0,False,0.0,0.0,False,False,False
8.0,8.0,0.1428571428571428,2051.0,False,0.0,0.0,False,False,False
1.0,7.0,0.5,0.0,False,705.0,0.0,False,False,False
0.0,25.0,0.0,0.0,False,0.0,0.0,False,False,False
7.0,23.0,0.2857142857142857,0.0,False,0.0,0.0,False,False,False
9.0,50.0,2.571428571428572,0.0,False,0.0,0.0,False,False,False
1.0,26.0,0.7142857142857143,593.0,False,0.0,0.0,False,False,True
0.0,9.0,0.0,0.0,False,0.0,0.0,False,True,False
5.0,13.0,1.4285714285714286,263.0,True,0.0,0.0,False,False,False
0.0,19.0,2.4285714285714284,0.0,False,0.0,0.0,False,True,False
8.0,12.0,0.0,0.0,False,365.0,0.0,False,False,False
2.0,6.0,0.1666666666666666,0.0,False,0.0,0.0,False,False,False
2.0,6.0,0.1666666666666666,782.0,False,0.0,0.0,False,False,False
0.0,13.0,0.1428571428571428,0.0,False,0.0,0.0,False,False,False
2.0,18.0,0.0,0.0,False,0.0,0.0,False,False,False
8.0,25.0,0.8571428571428571,0.0,False,0.0,0.0,False,False,False
8.0,25.0,0.8571428571428571,0.0,False,0.0,0.0,False,False,False
0.0,17.0,0.4285714285714285,0.0,False,0.0,0.0,False,False,False
7.0,14.0,0.0,0.0,False,664.0,0.0,False,False,False
